user_id,timestamp,ip_address,location,success,auth_method,device_type,is_attack,attack_type
user_011,2026-03-15 01:05:46.798211,192.168.220.233,Unknown,True,password,windows,True,unusual_hour
user_057,2026-03-15 02:26:39.798211,192.168.124.250,Unknown,False,password,mobile,True,unusual_hour
user_044,2026-03-15 22:13:50.798211,45.253.219,Unknown,False,password,windows,True,bruteforce
user_032,2026-03-15 22:13:50.798211,197.21.104,Tunis,True,password,mobile,True,impossible_travel
user_051,2026-03-15 22:13:50.798211,197.162.214,Tunis,True,password,mobile,True,impossible_travel
user_020,2026-03-15 22:13:50.798211,197.118.243,Tunis,True,password,mobile,True,impossible_travel
user_016,2026-03-15 22:13:50.798211,197.32.86,Tunis,True,password,mobile,True,impossible_travel
user_086,2026-03-15 22:13:50.798211,197.115.179,Tunis,True,password,mobile,True,impossible_travel
user_001,2026-03-15 22:13:50.798211,10.0.246.119,Unknown,True,password,new_iphone,True,new_device
user_060,2026-03-15 22:13:50.798211,10.0.147.45,Unknown,True,password,kali_linux,True,new_device
user_010,2026-03-15 22:13:50.798211,10.0.19.68,Unknown,True,password,kali_linux,True,new_device
user_099,2026-03-15 22:13:50.798211,45.230.83,Unknown,False,password,linux,True,bruteforce
user_058,2026-03-15 22:13:50.798211,197.124.108,Tunis,True,password,mobile,True,impossible_travel
user_077,2026-03-15 22:13:50.798211,45.34.179,Unknown,False,password,windows,True,bruteforce
user_016,2026-03-15 22:13:50.798211,10.0.91.139,Unknown,True,password,raspberry_pi,True,new_device
user_073,2026-03-15 22:13:50.798211,45.198.118,Unknown,False,password,linux,True,bruteforce
user_053,2026-03-15 22:13:50.798211,197.96.181,Tunis,True,password,mobile,True,impossible_travel
user_099,2026-03-15 22:13:51.798211,45.230.83,Unknown,False,password,windows,True,bruteforce
user_044,2026-03-15 22:13:51.798211,45.253.219,Unknown,False,password,linux,True,bruteforce
user_073,2026-03-15 22:13:53.798211,45.198.118,Unknown,False,password,linux,True,bruteforce
user_077,2026-03-15 22:13:54.798211,45.34.179,Unknown,False,password,windows,True,bruteforce
user_077,2026-03-15 22:13:55.798211,45.34.179,Unknown,False,password,windows,True,bruteforce
user_044,2026-03-15 22:13:56.798211,45.253.219,Unknown,False,password,windows,True,bruteforce
user_044,2026-03-15 22:13:56.798211,45.253.219,Unknown,False,password,linux,True,bruteforce
user_099,2026-03-15 22:13:56.798211,45.230.83,Unknown,False,password,linux,True,bruteforce
user_073,2026-03-15 22:13:56.798211,45.198.118,Unknown,True,password,linux,True,bruteforce
user_099,2026-03-15 22:13:56.798211,45.230.83,Unknown,False,password,windows,True,bruteforce
user_077,2026-03-15 22:13:56.798211,45.34.179,Unknown,False,password,linux,True,bruteforce
user_077,2026-03-15 22:13:56.798211,45.34.179,Unknown,False,password,linux,True,bruteforce
user_099,2026-03-15 22:13:58.798211,45.230.83,Unknown,False,password,windows,True,bruteforce
user_077,2026-03-15 22:14:06.798211,45.34.179,Unknown,False,password,linux,True,bruteforce
user_053,2026-03-15 22:43:50.798211,80.176.178,Paris,True,password,mobile,True,impossible_travel
user_058,2026-03-15 22:43:50.798211,80.106.195,Paris,True,password,mobile,True,impossible_travel
user_016,2026-03-15 22:43:50.798211,80.253.240,Paris,True,password,mobile,True,impossible_travel
user_032,2026-03-15 22:43:50.798211,80.91.4,Paris,True,password,mobile,True,impossible_travel
user_020,2026-03-15 22:43:50.798211,80.43.64,Paris,True,password,mobile,True,impossible_travel
user_051,2026-03-15 22:43:50.798211,80.219.29,Paris,True,password,mobile,True,impossible_travel
user_086,2026-03-15 22:43:50.798211,80.146.238,Paris,True,password,mobile,True,impossible_travel
user_098,2026-03-16 04:12:33.798211,192.168.92.10,Unknown,True,password,windows,True,unusual_hour
user_073,2026-03-16 04:52:15.798211,192.168.241.79,Unknown,True,password,windows,True,unusual_hour
user_046,2026-03-16 07:14:33.798211,192.168.181.219,London,True,mfa,linux,False,
user_039,2026-03-16 07:16:17.798211,192.168.130.176,Madrid,True,password,mac,False,
user_091,2026-03-16 07:16:50.798211,192.168.75.113,London,True,mfa,linux,False,
user_093,2026-03-16 07:21:48.798211,192.168.13.250,Paris,True,mfa,mobile,False,
user_066,2026-03-16 07:22:44.798211,192.168.214.28,Berlin,True,password,mobile,False,
user_068,2026-03-16 07:23:36.798211,192.168.143.245,London,True,password,mac,False,
user_085,2026-03-16 07:37:23.798211,192.168.107.153,Tunis,True,biometric,mac,False,
user_025,2026-03-16 07:49:15.798211,192.168.228.78,Tunis,False,mfa,mac,False,
user_073,2026-03-16 07:54:34.798211,192.168.209.76,Milan,True,mfa,linux,False,
user_053,2026-03-16 07:54:54.798211,192.168.12.71,Tunis,True,password,windows,False,
user_096,2026-03-16 07:57:28.798211,192.168.98.134,Rome,True,biometric,windows,False,
user_100,2026-03-16 08:03:00.798211,192.168.150.91,London,True,password,linux,False,
user_027,2026-03-16 08:03:34.798211,192.168.102.246,Madrid,True,biometric,mac,False,
user_080,2026-03-16 08:09:47.798211,192.168.99.192,Berlin,True,password,mac,False,
user_045,2026-03-16 08:12:08.798211,192.168.99.39,London,True,biometric,windows,False,
user_038,2026-03-16 08:15:26.798211,192.168.168.219,Tunis,True,biometric,linux,False,
user_092,2026-03-16 08:15:52.798211,192.168.31.215,Rome,True,biometric,mobile,False,
user_020,2026-03-16 08:18:07.798211,192.168.7.52,Tunis,True,biometric,linux,False,
user_094,2026-03-16 08:23:07.798211,192.168.27.116,Rome,True,mfa,mobile,False,
user_100,2026-03-16 08:23:09.798211,192.168.18.251,London,True,biometric,linux,False,
user_073,2026-03-16 08:32:38.798211,192.168.231.79,Milan,True,password,linux,False,
user_005,2026-03-16 08:33:07.798211,192.168.19.46,London,True,mfa,mac,False,
user_014,2026-03-16 08:34:59.798211,192.168.69.141,London,True,mfa,windows,False,
user_040,2026-03-16 08:36:01.798211,192.168.59.85,Berlin,True,biometric,mac,False,
user_014,2026-03-16 08:40:11.798211,192.168.193.139,London,True,biometric,linux,False,
user_047,2026-03-16 08:40:16.798211,192.168.181.96,Berlin,True,mfa,linux,False,
user_090,2026-03-16 08:44:11.798211,192.168.234.90,London,True,biometric,linux,False,
user_095,2026-03-16 08:46:29.798211,192.168.91.105,Milan,True,password,linux,False,
user_004,2026-03-16 08:50:07.798211,192.168.30.136,Milan,True,mfa,windows,False,
user_041,2026-03-16 08:56:42.798211,192.168.103.142,Tunis,True,mfa,mobile,False,
user_021,2026-03-16 09:02:08.798211,192.168.98.189,Barcelona,True,biometric,linux,False,
user_051,2026-03-16 09:02:33.798211,192.168.196.45,London,True,password,linux,False,
user_060,2026-03-16 09:02:59.798211,192.168.172.240,Barcelona,True,password,mac,False,
user_064,2026-03-16 09:07:48.798211,192.168.146.94,Berlin,True,password,linux,False,
user_023,2026-03-16 09:10:07.798211,192.168.50.101,Madrid,True,password,linux,False,
user_009,2026-03-16 09:25:46.798211,192.168.191.105,London,True,biometric,windows,False,
user_005,2026-03-16 09:31:34.798211,192.168.52.14,London,True,biometric,mac,False,
